User_ID,Age,Household_Size,Monthly_Income,Monthly_Spend,Preferred_Channel,Brand_Importance_Rating,Price_Importance_Rating,Price_Hike_Reaction,Primary_Influence,Loyalty_Score
42225,20,4,28000,2952,Local Kirana/Mom-and-pop Stores,3,5,Switch to a cheaper brand,In-store Displays,0.56
42226,54,3,22000,3136,Discount Wholesalers,1,5,Switch to a cheaper brand,Social Media Ads,0.01
42227,48,2,46500,6908,Local Kirana/Mom-and-pop Stores,2,2,Continue buying the same brand,In-store Displays,0.36
42228,52,5,40000,3730,Supermarkets,3,4,Switch to a cheaper brand,In-store Displays,0.53
42229,72,3,23000,5091,Supermarkets,1,5,Switch to a cheaper brand,Social Media Ads,0.02
42230,62,2,20000,2000,Local Kirana/Mom-and-pop Stores,1,5,Switch to a cheaper brand,Word of Mouth,0.04
42231,32,1,56000,6934,E-commerce/Apps,3,2,Continue buying the same brand,Doctor Recommendation,0.55
42232,34,5,28000,4156,Discount Wholesalers,3,5,Switch to a cheaper brand,Doctor Recommendation,0.45
42233,32,2,111000,15803,Supermarkets,5,1,Continue buying the same brand,Doctor Recommendation,0.87
42234,22,6,34500,6661,Local Kirana/Mom-and-pop Stores,2,5,Switch to a cheaper brand,In-store Displays,0.21
42235,39,1,37000,5708,Supermarkets,3,4,Switch to a cheaper brand,In-store Displays,0.47
42236,63,5,32000,4777,E-commerce/Apps,2,5,Switch to a cheaper brand,TV Commercials,0.2
42237,28,3,17500,2000,Supermarkets,2,5,Switch to a cheaper brand,Social Media Ads,0.28
42238,45,3,17500,2470,E-commerce/Apps,1,5,Switch to a cheaper brand,TV Commercials,0.17
42239,31,4,72500,10541,E-commerce/Apps,2,4,Switch to a cheaper brand,In-store Displays,0.28
42240,56,3,70500,11659,E-commerce/Apps,2,4,Switch to a cheaper brand,Social Media Ads,0.21
42241,20,1,22000,3921,Supermarkets,2,5,Switch to a cheaper brand,Doctor Recommendation,0.31
42242,72,2,46500,6433,Discount Wholesalers,4,3,Look for discounts/offers,TV Commercials,0.74
42243,69,4,70500,11340,Supermarkets,3,2,Continue buying the same brand,TV Commercials,0.48
42244,59,6,18500,3181,Discount Wholesalers,2,5,Switch to a cheaper brand,Word of Mouth,0.29
42245,28,3,36000,5226,Discount Wholesalers,3,4,Switch to a cheaper brand,TV Commercials,0.57
42246,47,3,27500,4762,Supermarkets,1,5,Switch to a cheaper brand,TV Commercials,0.18
42247,55,3,39000,6445,Supermarkets,4,2,Continue buying the same brand,Word of Mouth,0.7
42248,22,2,67000,10921,Supermarkets,2,3,Look for discounts/offers,TV Commercials,0.26
42249,69,4,44000,6018,Discount Wholesalers,4,2,Continue buying the same brand,In-store Displays,0.66
42250,39,4,48500,6401,Discount Wholesalers,3,4,Switch to a cheaper brand,TV Commercials,0.51
42251,30,4,11500,4666,Supermarkets,2,4,Switch to a cheaper brand,Word of Mouth,0.35
42252,61,2,51500,8883,Local Kirana/Mom-and-pop Stores,4,2,Continue buying the same brand,Social Media Ads,0.63
42253,68,3,35500,5925,Supermarkets,3,2,Continue buying the same brand,Doctor Recommendation,0.56
42254,68,2,106500,15614,Supermarkets,4,2,Continue buying the same brand,Social Media Ads,0.67
42255,38,5,49000,8230,Supermarkets,2,3,Look for discounts/offers,In-store Displays,0.36
42256,54,3,30500,4507,Supermarkets,1,4,Switch to a cheaper brand,Word of Mouth,0.11
42257,42,3,93000,13151,Local Kirana/Mom-and-pop Stores,5,2,Continue buying the same brand,In-store Displays,0.94
42258,69,3,35000,3913,Local Kirana/Mom-and-pop Stores,2,3,Look for discounts/offers,Doctor Recommendation,0.32
42259,38,2,41500,6149,Supermarkets,4,2,Continue buying the same brand,TV Commercials,0.68
42260,45,1,18000,2808,E-commerce/Apps,1,5,Switch to a cheaper brand,TV Commercials,0.01
42261,58,1,26000,3051,E-commerce/Apps,2,5,Switch to a cheaper brand,Word of Mouth,0.26
42262,21,2,25000,5023,E-commerce/Apps,1,4,Switch to a cheaper brand,In-store Displays,0.08
42263,46,4,33000,3574,Local Kirana/Mom-and-pop Stores,1,5,Switch to a cheaper brand,In-store Displays,0.11
42264,64,2,19500,3495,Local Kirana/Mom-and-pop Stores,3,5,Switch to a cheaper brand,In-store Displays,0.53
42265,52,3,15000,2000,Local Kirana/Mom-and-pop Stores,2,5,Switch to a cheaper brand,In-store Displays,0.28
42266,40,2,38000,5494,Local Kirana/Mom-and-pop Stores,4,3,Look for discounts/offers,Doctor Recommendation,0.63
42267,24,2,17000,2235,E-commerce/Apps,2,5,Switch to a cheaper brand,TV Commercials,0.29
42268,73,5,52000,8528,E-commerce/Apps,3,4,Switch to a cheaper brand,In-store Displays,0.58
42269,69,4,97000,14637,Local Kirana/Mom-and-pop Stores,5,2,Continue buying the same brand,Social Media Ads,0.98
42270,69,2,40500,7564,Supermarkets,3,2,Continue buying the same brand,Doctor Recommendation,0.56
42271,63,4,41000,6678,Supermarkets,2,4,Switch to a cheaper brand,TV Commercials,0.36
42272,63,4,11500,2000,Supermarkets,2,5,Switch to a cheaper brand,Word of Mouth,0.22
42273,26,2,49500,7991,Supermarkets,2,2,Continue buying the same brand,Social Media Ads,0.21
42274,40,3,34500,5603,Supermarkets,2,4,Switch to a cheaper brand,Social Media Ads,0.33
42275,20,4,46000,6018,Supermarkets,3,2,Continue buying the same brand,Doctor Recommendation,0.46
42276,26,6,20000,4032,Supermarkets,2,5,Switch to a cheaper brand,In-store Displays,0.39
42277,70,1,31500,3743,Discount Wholesalers,1,5,Switch to a cheaper brand,TV Commercials,0.13
42278,21,3,67000,9861,Discount Wholesalers,4,4,Switch to a cheaper brand,Social Media Ads,0.79
42279,66,2,24500,2741,E-commerce/Apps,1,5,Switch to a cheaper brand,Social Media Ads,0.13
42280,42,1,30500,5129,E-commerce/Apps,3,4,Switch to a cheaper brand,In-store Displays,0.41
42281,23,4,57000,10882,Local Kirana/Mom-and-pop Stores,4,3,Look for discounts/offers,Doctor Recommendation,0.76
42282,65,2,51000,7309,Supermarkets,2,4,Switch to a cheaper brand,In-store Displays,0.25
42283,35,3,61500,10513,Supermarkets,4,2,Continue buying the same brand,Doctor Recommendation,0.61
42284,62,3,25000,3203,Supermarkets,3,5,Switch to a cheaper brand,Doctor Recommendation,0.6
42285,24,5,33500,4483,Local Kirana/Mom-and-pop Stores,1,4,Switch to a cheaper brand,In-store Displays,0.19
42286,52,1,23000,4598,E-commerce/Apps,2,5,Switch to a cheaper brand,Doctor Recommendation,0.28
42287,48,1,22000,2000,E-commerce/Apps,2,5,Switch to a cheaper brand,In-store Displays,0.31
42288,55,3,22500,3223,Supermarkets,2,5,Switch to a cheaper brand,Doctor Recommendation,0.36
42289,73,2,35500,3996,Supermarkets,3,4,Switch to a cheaper brand,Word of Mouth,0.42
42290,49,5,80000,11626,Supermarkets,4,2,Continue buying the same brand,Word of Mouth,0.78
42291,52,1,68000,11013,Local Kirana/Mom-and-pop Stores,2,3,Look for discounts/offers,In-store Displays,0.36
42292,45,2,47500,7433,E-commerce/Apps,3,4,Switch to a cheaper brand,Doctor Recommendation,0.59
42293,61,1,23000,3175,E-commerce/Apps,3,4,Switch to a cheaper brand,Word of Mouth,0.51
42294,22,2,21500,5224,E-commerce/Apps,2,5,Switch to a cheaper brand,Social Media Ads,0.29
42295,47,1,31000,6933,E-commerce/Apps,2,5,Switch to a cheaper brand,In-store Displays,0.32
42296,39,4,44500,8099,Local Kirana/Mom-and-pop Stores,4,4,Switch to a cheaper brand,In-store Displays,0.77
42297,34,5,48000,5064,Local Kirana/Mom-and-pop Stores,2,2,Continue buying the same brand,In-store Displays,0.36
42298,27,2,40500,6112,E-commerce/Apps,3,4,Switch to a cheaper brand,Word of Mouth,0.41
42299,24,2,34500,4218,Local Kirana/Mom-and-pop Stores,2,5,Switch to a cheaper brand,Doctor Recommendation,0.37
42300,21,1,40000,5768,Discount Wholesalers,2,4,Switch to a cheaper brand,Social Media Ads,0.27
42301,59,2,27500,5807,Supermarkets,2,5,Switch to a cheaper brand,TV Commercials,0.32
42302,44,3,17500,2000,Discount Wholesalers,2,4,Switch to a cheaper brand,TV Commercials,0.24
42303,24,3,31000,7291,E-commerce/Apps,1,5,Switch to a cheaper brand,Social Media Ads,0.18
42304,40,2,39500,7611,Local Kirana/Mom-and-pop Stores,3,3,Look for discounts/offers,Social Media Ads,0.54
42305,28,3,34000,4180,E-commerce/Apps,2,5,Switch to a cheaper brand,Word of Mouth,0.22
42306,70,4,16500,2000,Supermarkets,2,4,Switch to a cheaper brand,In-store Displays,0.26
42307,25,3,32500,4175,E-commerce/Apps,2,5,Switch to a cheaper brand,Social Media Ads,0.3
42308,25,2,26500,3395,E-commerce/Apps,1,5,Switch to a cheaper brand,TV Commercials,0.04
42309,54,3,70500,12346,Supermarkets,2,4,Switch to a cheaper brand,TV Commercials,0.31
42310,22,4,48000,9088,Local Kirana/Mom-and-pop Stores,4,3,Look for discounts/offers,Social Media Ads,0.66
42311,24,2,8000,2000,Supermarkets,2,5,Switch to a cheaper brand,TV Commercials,0.31
42312,39,5,37000,5089,Supermarkets,2,2,Continue buying the same brand,Doctor Recommendation,0.29
42313,53,2,20500,3899,E-commerce/Apps,3,5,Switch to a cheaper brand,TV Commercials,0.51
42314,19,4,17500,3220,Supermarkets,1,5,Switch to a cheaper brand,TV Commercials,0.16
42315,41,6,11500,2512,Local Kirana/Mom-and-pop Stores,2,5,Switch to a cheaper brand,Social Media Ads,0.4
42316,68,2,56000,8083,E-commerce/Apps,3,3,Look for discounts/offers,Social Media Ads,0.5
42317,19,5,60000,9700,Supermarkets,4,4,Switch to a cheaper brand,Word of Mouth,0.66
42318,65,5,17000,3542,E-commerce/Apps,3,5,Switch to a cheaper brand,Social Media Ads,0.51
42319,29,6,63500,8715,Supermarkets,3,2,Continue buying the same brand,In-store Displays,0.46
42320,64,6,103500,15734,Discount Wholesalers,4,1,Continue buying the same brand,Social Media Ads,0.64
42321,59,4,32500,5368,E-commerce/Apps,1,5,Switch to a cheaper brand,Word of Mouth,0.05
42322,72,4,23000,3698,Local Kirana/Mom-and-pop Stores,2,5,Switch to a cheaper brand,Social Media Ads,0.39
42323,43,3,35000,6298,Supermarkets,4,4,Switch to a cheaper brand,In-store Displays,0.77
42324,55,5,65000,10610,Discount Wholesalers,3,3,Look for discounts/offers,Doctor Recommendation,0.47
42325,73,3,70000,11622,Supermarkets,4,3,Look for discounts/offers,TV Commercials,0.6
42326,62,2,35500,7333,Local Kirana/Mom-and-pop Stores,4,4,Switch to a cheaper brand,TV Commercials,0.65
42327,23,4,22500,5072,Local Kirana/Mom-and-pop Stores,3,5,Switch to a cheaper brand,TV Commercials,0.47
42328,40,2,41000,6008,Supermarkets,4,3,Look for discounts/offers,In-store Displays,0.67
42329,19,3,34500,4920,E-commerce/Apps,2,4,Switch to a cheaper brand,In-store Displays,0.38
42330,43,2,38500,4733,Supermarkets,3,4,Switch to a cheaper brand,Word of Mouth,0.55
42331,31,3,29500,2888,Local Kirana/Mom-and-pop Stores,1,5,Switch to a cheaper brand,Doctor Recommendation,0.14
42332,35,4,39500,6598,E-commerce/Apps,4,2,Continue buying the same brand,In-store Displays,0.63
42333,55,6,14000,2599,Supermarkets,2,5,Switch to a cheaper brand,In-store Displays,0.31
42334,74,3,43000,5355,Local Kirana/Mom-and-pop Stores,4,2,Continue buying the same brand,In-store Displays,0.62
42335,49,3,64000,8736,Local Kirana/Mom-and-pop Stores,4,4,Switch to a cheaper brand,Social Media Ads,0.7
42336,68,3,33000,2000,Supermarkets,2,5,Switch to a cheaper brand,Doctor Recommendation,0.39
42337,31,5,38500,6179,Discount Wholesalers,4,2,Continue buying the same brand,TV Commercials,0.73
42338,47,1,16000,2000,Local Kirana/Mom-and-pop Stores,1,5,Switch to a cheaper brand,Word of Mouth,0.02
42339,30,5,47000,8198,Supermarkets,4,2,Continue buying the same brand,TV Commercials,0.78
42340,57,1,57500,10154,Supermarkets,3,2,Continue buying the same brand,TV Commercials,0.46
42341,48,1,82000,12371,Supermarkets,5,2,Continue buying the same brand,Doctor Recommendation,0.93
42342,54,4,11000,2492,Discount Wholesalers,2,5,Switch to a cheaper brand,In-store Displays,0.38
42343,62,3,47000,5871,E-commerce/Apps,4,3,Look for discounts/offers,In-store Displays,0.61
42344,55,2,15000,2019,E-commerce/Apps,3,5,Switch to a cheaper brand,TV Commercials,0.56
42345,39,2,44000,7542,Supermarkets,2,2,Continue buying the same brand,Word of Mouth,0.28
42346,45,3,27500,4166,Discount Wholesalers,3,4,Switch to a cheaper brand,TV Commercials,0.49
42347,36,1,46500,7905,E-commerce/Apps,4,3,Look for discounts/offers,Doctor Recommendation,0.77
42348,60,4,45000,7928,E-commerce/Apps,2,3,Look for discounts/offers,In-store Displays,0.28
42349,33,3,37500,6349,Supermarkets,4,2,Continue buying the same brand,Social Media Ads,0.68
42350,22,4,28500,2716,Supermarkets,2,5,Switch to a cheaper brand,Word of Mouth,0.26
42351,61,5,39000,6221,E-commerce/Apps,4,2,Continue buying the same brand,Doctor Recommendation,0.79
42352,66,5,58000,7297,Local Kirana/Mom-and-pop Stores,3,3,Look for discounts/offers,TV Commercials,0.53
42353,19,1,41500,4560,Local Kirana/Mom-and-pop Stores,2,4,Switch to a cheaper brand,In-store Displays,0.27
42354,27,5,53500,5838,E-commerce/Apps,3,3,Look for discounts/offers,Social Media Ads,0.47
42355,64,3,18000,3732,Supermarkets,3,5,Switch to a cheaper brand,Social Media Ads,0.43
42356,36,2,37500,7381,E-commerce/Apps,2,4,Switch to a cheaper brand,Social Media Ads,0.38
42357,37,4,28500,2136,Supermarkets,2,5,Switch to a cheaper brand,Doctor Recommendation,0.35
42358,46,1,53500,7126,Local Kirana/Mom-and-pop Stores,2,3,Look for discounts/offers,TV Commercials,0.26
42359,42,2,47000,6912,E-commerce/Apps,2,2,Continue buying the same brand,Social Media Ads,0.26
42360,34,4,28000,3823,E-commerce/Apps,2,5,Switch to a cheaper brand,TV Commercials,0.2
42361,68,3,39000,6260,Supermarkets,2,4,Switch to a cheaper brand,In-store Displays,0.25
42362,68,3,33500,4575,E-commerce/Apps,2,5,Switch to a cheaper brand,In-store Displays,0.29
42363,30,3,44000,6016,Discount Wholesalers,4,4,Switch to a cheaper brand,In-store Displays,0.7
42364,62,3,43000,8406,Supermarkets,3,2,Continue buying the same brand,In-store Displays,0.55
42365,33,6,37500,6015,Supermarkets,4,3,Look for discounts/offers,Social Media Ads,0.62
42366,71,3,18500,2702,Discount Wholesalers,1,4,Switch to a cheaper brand,Word of Mouth,0.12
42367,70,1,76000,13289,Local Kirana/Mom-and-pop Stores,2,2,Continue buying the same brand,In-store Displays,0.22
42368,52,1,61500,8744,Supermarkets,2,4,Switch to a cheaper brand,Word of Mouth,0.33
42369,53,5,37500,7881,Supermarkets,4,3,Look for discounts/offers,In-store Displays,0.79
42370,56,2,47000,7121,Supermarkets,2,2,Continue buying the same brand,Doctor Recommendation,0.32
42371,20,3,49000,6736,E-commerce/Apps,3,3,Look for discounts/offers,In-store Displays,0.43
42372,26,1,25500,4349,E-commerce/Apps,1,5,Switch to a cheaper brand,Social Media Ads,0.08
42373,57,3,67500,11129,E-commerce/Apps,2,3,Look for discounts/offers,TV Commercials,0.38
42374,67,1,13000,2592,Supermarkets,2,5,Switch to a cheaper brand,In-store Displays,0.34
42375,70,4,15000,2125,Local Kirana/Mom-and-pop Stores,1,5,Switch to a cheaper brand,Doctor Recommendation,0.19
42376,63,2,25000,4733,E-commerce/Apps,2,5,Switch to a cheaper brand,Social Media Ads,0.38
42377,69,6,42500,8875,Local Kirana/Mom-and-pop Stores,3,4,Switch to a cheaper brand,In-store Displays,0.41
42378,46,6,38500,4986,E-commerce/Apps,4,3,Look for discounts/offers,Social Media Ads,0.73
42379,22,3,37500,5237,E-commerce/Apps,2,3,Look for discounts/offers,In-store Displays,0.29
42380,20,3,35000,3639,E-commerce/Apps,3,3,Look for discounts/offers,In-store Displays,0.51
42381,27,2,30500,4772,Local Kirana/Mom-and-pop Stores,2,4,Switch to a cheaper brand,Doctor Recommendation,0.29
42382,48,1,19000,3825,Supermarkets,2,5,Switch to a cheaper brand,Social Media Ads,0.39
42383,28,2,18000,4326,E-commerce/Apps,2,5,Switch to a cheaper brand,In-store Displays,0.32
42384,34,4,19000,2000,Supermarkets,1,5,Switch to a cheaper brand,In-store Displays,0.02
42385,57,3,21000,4619,Supermarkets,1,5,Switch to a cheaper brand,Social Media Ads,0.19
42386,58,2,17500,2760,E-commerce/Apps,2,4,Switch to a cheaper brand,Doctor Recommendation,0.38
42387,25,3,17500,2927,Supermarkets,2,5,Switch to a cheaper brand,TV Commercials,0.31
42388,69,2,31500,4739,Supermarkets,1,4,Switch to a cheaper brand,Doctor Recommendation,0.2
42389,19,4,61500,9823,Discount Wholesalers,3,2,Continue buying the same brand,TV Commercials,0.5
42390,21,4,45000,6710,E-commerce/Apps,3,3,Look for discounts/offers,In-store Displays,0.51
42391,33,4,22500,3373,Local Kirana/Mom-and-pop Stores,2,4,Switch to a cheaper brand,Social Media Ads,0.31
42392,58,4,25500,3652,Local Kirana/Mom-and-pop Stores,1,4,Switch to a cheaper brand,In-store Displays,0.17
42393,58,4,93500,13494,Supermarkets,5,2,Continue buying the same brand,TV Commercials,0.85
42394,38,2,28000,4088,Supermarkets,2,4,Switch to a cheaper brand,Doctor Recommendation,0.28
42395,22,3,21000,2000,E-commerce/Apps,2,5,Switch to a cheaper brand,In-store Displays,0.31
42396,52,2,31000,3592,E-commerce/Apps,3,5,Switch to a cheaper brand,Word of Mouth,0.48
42397,31,3,27000,2577,Supermarkets,1,4,Switch to a cheaper brand,In-store Displays,0.04
42398,32,3,23500,4382,Local Kirana/Mom-and-pop Stores,3,4,Switch to a cheaper brand,TV Commercials,0.57
42399,23,3,36500,7046,E-commerce/Apps,4,4,Switch to a cheaper brand,Doctor Recommendation,0.7
42400,33,5,68000,11425,Supermarkets,3,3,Look for discounts/offers,Doctor Recommendation,0.55
42401,40,3,18500,2655,E-commerce/Apps,3,4,Switch to a cheaper brand,Word of Mouth,0.43
42402,48,1,44000,7868,Supermarkets,2,4,Switch to a cheaper brand,Social Media Ads,0.24
42403,59,2,59500,8289,Discount Wholesalers,3,2,Continue buying the same brand,TV Commercials,0.47
42404,63,4,45000,8660,Local Kirana/Mom-and-pop Stores,4,2,Continue buying the same brand,Social Media Ads,0.7
42405,29,6,60500,8641,E-commerce/Apps,4,3,Look for discounts/offers,Social Media Ads,0.69
42406,58,5,47500,6939,E-commerce/Apps,3,4,Switch to a cheaper brand,Word of Mouth,0.45
42407,72,2,25500,5145,Local Kirana/Mom-and-pop Stores,2,5,Switch to a cheaper brand,TV Commercials,0.36
42408,36,1,89000,12875,Local Kirana/Mom-and-pop Stores,4,3,Look for discounts/offers,In-store Displays,0.74
42409,29,4,47000,5894,Local Kirana/Mom-and-pop Stores,2,3,Look for discounts/offers,Social Media Ads,0.25
42410,62,4,113500,16719,Supermarkets,4,2,Continue buying the same brand,Word of Mouth,0.7
42411,72,3,14000,2646,Supermarkets,1,5,Switch to a cheaper brand,Doctor Recommendation,0.07
42412,30,3,119500,17730,Local Kirana/Mom-and-pop Stores,5,2,Continue buying the same brand,Doctor Recommendation,0.92
42413,66,1,55500,8635,Supermarkets,3,3,Look for discounts/offers,In-store Displays,0.55
42414,19,2,45500,4942,Supermarkets,4,2,Continue buying the same brand,Word of Mouth,0.64
42415,37,3,22500,3780,Supermarkets,1,5,Switch to a cheaper brand,Social Media Ads,0.18
42416,72,5,52500,7578,E-commerce/Apps,3,2,Continue buying the same brand,Word of Mouth,0.52
42417,48,4,66000,8489,Supermarkets,4,3,Look for discounts/offers,Doctor Recommendation,0.78
42418,26,1,15000,2740,E-commerce/Apps,1,5,Switch to a cheaper brand,TV Commercials,0.1
42419,38,2,48000,7306,Supermarkets,3,3,Look for discounts/offers,Word of Mouth,0.51
42420,25,5,26000,3619,Supermarkets,3,5,Switch to a cheaper brand,TV Commercials,0.52
42421,56,4,48000,6711,E-commerce/Apps,3,2,Continue buying the same brand,In-store Displays,0.51
42422,54,1,21500,3150,Supermarkets,1,5,Switch to a cheaper brand,Word of Mouth,0.01
42423,46,1,68500,11488,Supermarkets,4,2,Continue buying the same brand,Word of Mouth,0.71
42424,36,4,34500,6352,Supermarkets,2,4,Switch to a cheaper brand,In-store Displays,0.3
42425,52,2,52500,6450,Discount Wholesalers,3,2,Continue buying the same brand,TV Commercials,0.56
42426,62,4,58500,9422,Local Kirana/Mom-and-pop Stores,3,2,Continue buying the same brand,TV Commercials,0.53
42427,55,2,42000,6319,E-commerce/Apps,4,4,Switch to a cheaper brand,In-store Displays,0.64
42428,43,1,23500,2905,E-commerce/Apps,1,5,Switch to a cheaper brand,TV Commercials,0.07
42429,28,5,49500,6952,Supermarkets,3,3,Look for discounts/offers,In-store Displays,0.56
42430,53,6,34500,6245,E-commerce/Apps,2,5,Switch to a cheaper brand,Word of Mouth,0.25
42431,52,2,39500,6164,Supermarkets,2,4,Switch to a cheaper brand,Social Media Ads,0.38
42432,21,4,30000,5075,Supermarkets,2,5,Switch to a cheaper brand,TV Commercials,0.33
42433,20,2,14500,2000,Local Kirana/Mom-and-pop Stores,2,5,Switch to a cheaper brand,TV Commercials,0.21
42434,62,5,37000,5029,Supermarkets,3,4,Switch to a cheaper brand,TV Commercials,0.57
42435,64,2,26500,3170,Local Kirana/Mom-and-pop Stores,1,5,Switch to a cheaper brand,In-store Displays,0.1
42436,29,6,42000,6677,Discount Wholesalers,4,2,Continue buying the same brand,TV Commercials,0.77
42437,49,3,35500,5725,Supermarkets,4,4,Switch to a cheaper brand,TV Commercials,0.69
42438,64,5,27500,3576,Supermarkets,2,4,Switch to a cheaper brand,TV Commercials,0.24
42439,43,6,105500,16534,Supermarkets,5,2,Continue buying the same brand,Word of Mouth,0.89
42440,60,6,31000,5362,Supermarkets,2,5,Switch to a cheaper brand,TV Commercials,0.38
42441,60,2,37500,5215,Supermarkets,4,2,Continue buying the same brand,TV Commercials,0.76
42442,30,2,92500,14308,E-commerce/Apps,5,2,Continue buying the same brand,TV Commercials,0.82
42443,61,6,21500,5255,E-commerce/Apps,2,5,Switch to a cheaper brand,Social Media Ads,0.4
42444,55,3,55000,9029,Local Kirana/Mom-and-pop Stores,4,2,Continue buying the same brand,In-store Displays,0.67
42445,46,2,24500,4078,Discount Wholesalers,3,5,Switch to a cheaper brand,Social Media Ads,0.54
42446,72,5,32000,6933,E-commerce/Apps,1,5,Switch to a cheaper brand,Word of Mouth,0.03
42447,69,4,44000,8124,Supermarkets,2,2,Continue buying the same brand,Doctor Recommendation,0.37
42448,68,4,64000,9123,Discount Wholesalers,4,4,Switch to a cheaper brand,Social Media Ads,0.62
42449,36,4,21500,2757,E-commerce/Apps,2,4,Switch to a cheaper brand,Word of Mouth,0.3
42450,52,2,41000,5008,Supermarkets,4,4,Switch to a cheaper brand,Doctor Recommendation,0.66
42451,65,3,25000,4699,Supermarkets,2,5,Switch to a cheaper brand,Word of Mouth,0.33
42452,58,3,50000,8098,Supermarkets,4,2,Continue buying the same brand,Doctor Recommendation,0.78
42453,44,5,58500,9485,Supermarkets,2,3,Look for discounts/offers,In-store Displays,0.29
42454,63,3,50500,6129,Supermarkets,4,3,Look for discounts/offers,Word of Mouth,0.73
42455,48,5,24000,3594,Discount Wholesalers,2,5,Switch to a cheaper brand,In-store Displays,0.35
42456,20,1,20500,4566,Discount Wholesalers,2,4,Switch to a cheaper brand,In-store Displays,0.32
42457,52,4,33000,3042,Local Kirana/Mom-and-pop Stores,1,4,Switch to a cheaper brand,TV Commercials,0.17
42458,41,5,19500,3153,Supermarkets,1,5,Switch to a cheaper brand,Social Media Ads,0.12
42459,69,3,46500,7267,Discount Wholesalers,4,4,Switch to a cheaper brand,Word of Mouth,0.6
42460,24,4,73500,9752,Discount Wholesalers,3,2,Continue buying the same brand,Word of Mouth,0.4
42461,68,1,24000,3005,Supermarkets,1,5,Switch to a cheaper brand,Doctor Recommendation,0.01
42462,73,4,47000,7114,Supermarkets,3,4,Switch to a cheaper brand,TV Commercials,0.51
42463,52,3,24000,4057,Discount Wholesalers,1,5,Switch to a cheaper brand,Word of Mouth,0.11
42464,38,4,68000,11773,Supermarkets,2,2,Continue buying the same brand,Doctor Recommendation,0.33
42465,18,4,60000,8730,Local Kirana/Mom-and-pop Stores,3,3,Look for discounts/offers,Social Media Ads,0.54
42466,61,6,34500,5847,Supermarkets,2,5,Switch to a cheaper brand,TV Commercials,0.24
42467,70,3,53000,6518,Supermarkets,2,2,Continue buying the same brand,Social Media Ads,0.37
42468,23,3,55000,8373,E-commerce/Apps,3,3,Look for discounts/offers,TV Commercials,0.52
42469,56,3,20000,3961,Local Kirana/Mom-and-pop Stores,1,5,Switch to a cheaper brand,In-store Displays,0.07
42470,51,3,46500,5903,E-commerce/Apps,4,2,Continue buying the same brand,In-store Displays,0.66
42471,35,4,26500,3841,Discount Wholesalers,2,4,Switch to a cheaper brand,Social Media Ads,0.31
42472,42,3,38500,2676,Discount Wholesalers,4,4,Switch to a cheaper brand,TV Commercials,0.69
42473,32,4,30500,5459,Supermarkets,3,4,Switch to a cheaper brand,In-store Displays,0.51
42474,64,2,36500,6323,Supermarkets,3,4,Switch to a cheaper brand,TV Commercials,0.46
42475,49,4,57500,8049,Supermarkets,2,3,Look for discounts/offers,TV Commercials,0.38
42476,59,2,20500,3311,E-commerce/Apps,3,5,Switch to a cheaper brand,Doctor Recommendation,0.44
42477,66,2,15000,2000,Supermarkets,2,5,Switch to a cheaper brand,Doctor Recommendation,0.27
42478,67,4,29000,5931,E-commerce/Apps,2,5,Switch to a cheaper brand,Word of Mouth,0.31
42479,35,1,63000,10315,Local Kirana/Mom-and-pop Stores,3,3,Look for discounts/offers,In-store Displays,0.43
42480,48,1,23000,4856,Local Kirana/Mom-and-pop Stores,1,4,Switch to a cheaper brand,In-store Displays,0.13
42481,46,3,28000,2710,E-commerce/Apps,1,4,Switch to a cheaper brand,TV Commercials,0.02
42482,32,2,65000,8759,E-commerce/Apps,2,4,Switch to a cheaper brand,Word of Mouth,0.37
42483,40,3,72500,10857,E-commerce/Apps,3,2,Continue buying the same brand,Social Media Ads,0.56
42484,55,2,51000,9293,E-commerce/Apps,2,2,Continue buying the same brand,In-store Displays,0.24
42485,58,1,44500,6461,Supermarkets,4,3,Look for discounts/offers,Word of Mouth,0.66
42486,28,3,59500,9427,Discount Wholesalers,2,3,Look for discounts/offers,Doctor Recommendation,0.25
42487,32,5,29500,4337,E-commerce/Apps,2,5,Switch to a cheaper brand,In-store Displays,0.35
42488,40,2,51000,6649,Supermarkets,2,2,Continue buying the same brand,Word of Mouth,0.36
42489,20,3,24000,4659,Supermarkets,3,4,Switch to a cheaper brand,TV Commercials,0.44
42490,36,5,81500,13324,E-commerce/Apps,4,2,Continue buying the same brand,In-store Displays,0.8
42491,18,1,61000,9540,Supermarkets,2,3,Look for discounts/offers,Social Media Ads,0.33
42492,41,3,50000,8879,E-commerce/Apps,4,3,Look for discounts/offers,In-store Displays,0.6
42493,66,3,30500,4433,E-commerce/Apps,2,5,Switch to a cheaper brand,Social Media Ads,0.28
42494,28,3,51000,8710,E-commerce/Apps,2,2,Continue buying the same brand,In-store Displays,0.34
42495,47,3,35500,5927,Discount Wholesalers,4,3,Look for discounts/offers,Social Media Ads,0.72
42496,67,4,27000,5156,Local Kirana/Mom-and-pop Stores,2,4,Switch to a cheaper brand,Word of Mouth,0.23
42497,28,4,48500,7287,Discount Wholesalers,4,2,Continue buying the same brand,In-store Displays,0.6
42498,56,2,14000,3317,E-commerce/Apps,1,5,Switch to a cheaper brand,TV Commercials,0.05
